IDCNTRY,IDBOOK,IDSCHOOL,IDCLASS,IDSTUD,ME62271,ME62152,ME62215,ME62143,ME62230,ME62095,ME62076,ME62030,ME62171,ME62301,ME62194,ME62344,ME62320,ME62296,ME62271_S,ME62152_S,ME62215_S,ME62143_S,ME62230_S,ME62095_S,ME62076_S,ME62030_S,ME62171_S,ME62301_S,ME62194_S,ME62344_S,ME62320_S,ME62296_S,BSBG01,BSBGHER,BSBGSSB,BSBGSB,BSBGSLM,BSBGICM,BSBGDML,BSBGSCM,BSBGSVM,BSBGSEC,BSBG01_Z,BSBGHER_Z,BSBGSSB_Z,BSBGSB_Z,BSBGSLM_Z,BSBGICM_Z,BSBGDML_Z,BSBGSCM_Z,BSBGSVM_Z,BSBGSEC_Z
158,11,5164,516402,51640218,0,0,0,0,1,1,1,0,0,0,0,0,0,0,82.121,98.684,106.926,55.992,21.113,27.087,43.801,38.032,34.662,41.29,92.547,40.599,34.156,98.781,1,8.99877,8.89725,12.93734,8.97021,7.27558,13.1082,7.97991,8.78138,8.71571,0,-0.852315126,-0.200345413,1.062742058,-0.13576606,-1.266162836,1.240163619,-0.507809006,0.299247058,0.105135198
158,10,5165,516502,51650207,1,1,1,1,1,1,1,1,1,0,1,1,1,1,21.058,64.487,95.471,43.438,13.165,30.614,13.878,50.531,14.89,92.11,49.661,54.521,71.927,99.215,1,11.19079,10.70956,8.50552,13.84849,9.52219,9.19981,15.85188,9.98068,7.28369,0,0.511254014,0.855017095,-1.366490635,2.540172477,-0.130791975,-0.655086073,2.893897487,0.946178386,-0.611844078
158,11,5165,516502,51650208,1,1,0,1,0,1,1,0,1,0,1,0,1,1,29.609,22.154,45.257,63.048,13.765,17.942,12.199,28.603,14.211,16.353,48.208,104.51,25.384,92.777,1,11.48712,8.89725,11.18784,8.57095,7.98224,11.61733,8.99736,7.30474,6.44721,0,0.695589213,-0.200345413,0.103781045,-0.354776699,-0.909037579,0.517213527,-0.068139359,-0.497288151,-1.030650258
158,10,5165,516502,51650223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.756,127.016,95.667,78.796,36.901,115.308,49.145,97.004,18.102,146.661,54.57,80.675,58.922,53.774,2,9.03613,10.00496,8.22128,10.25252,10.92487,9.99445,10.84951,9.65438,7.68313,1,-0.829074944,0.444707367,-1.522292337,0.567634062,0.578081393,-0.269750624,0.732228361,0.770164301,-0.411853714
158,11,5165,516502,51650224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.897,38.344,86.929,79.783,13.84,41.585,17.576,38.035,9.733,37.824,46.263,31.057,165.367,70.911,2,9.64761,8.08091,8.50552,8.57095,6.80608,10.31153,8.99736,7.70526,8.52147,1,-0.448697366,-0.675724696,-1.366490635,-0.354776699,-1.503434378,-0.115992741,-0.068139359,-0.281238009,0.007883725
158,10,5166,516602,51660204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.122,40.357,69.328,32.414,17.495,48.766,23.198,64.527,9.892,152.519,61.108,38.719,62.713,104.333,2,10.84499,13.27199,12.93734,10.67004,13.01885,14.67371,9.6723,10.77308,9.52551,1,0.29614548,2.347196992,1.062742058,0.796661067,1.636317524,1.99930801,0.223521786,1.373618045,0.510583319
158,11,5166,516602,51660205,1,1,1,1,1,1,1,1,1,1,1,1,1,0,37.057,47.603,112.917,45.584,31.785,60.385,20.078,75.187,12.021,59.327,104.668,53.456,48.636,97.273,2,9.64761,11.62252,12.93734,10.25252,13.01885,14.67371,9.89515,9.35676,8.09086,1,-0.448697366,1.386661104,1.062742058,0.567634062,1.636317524,1.99930801,0.319821733,0.609620899,-0.207712738
158,10,5166,516602,51660220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.494,47.25,122.342,33.52,28.472,35.425,36.168,91.392,23.906,72.448,150.339,64.776,45.868,88.097,2,11.19079,11.62252,9.56975,10.45644,13.01885,11.61733,8.51577,10.34734,10.1686,1,0.511254014,1.386661104,-0.783149635,0.679492624,1.636317524,0.517213527,-0.276248362,1.143963628,0.8325636
158,11,5166,516602,51660221,1,0,1,1,1,0,1,1,1,0,1,0,1,1,33.377,36.184,93.585,41.681,12.92,118.694,38.403,63.881,13.299,137.904,39.76,57.461,66.194,235.945,2,10.23835,9.40801,10.41803,10.67004,10.38389,10.67499,10.12116,10.34734,8.09086,1,-0.081221325,0.097085465,-0.318178245,0.796661067,0.304685954,0.060255651,0.417487207,1.143963628,-0.207712738
158,10,5166,516602,51660236,1,1,1,1,1,1,1,1,1,0,1,1,1,1,8.63,36.171,79.407,14.536,14.401,17.392,11.896,38.635,8.96,24.598,34.063,25.471,20.829,33.796,1,12.25657,10.00496,12.93734,13.84849,13.01885,14.67371,15.85188,13.48293,9.52551,0,1.174233693,0.444707367,1.062742058,2.540172477,1.636317524,1.99930801,2.893897487,2.835376453,0.510583319
158,11,5166,516602,51660237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.015,49.433,174.136,59.486,51.291,33.991,22.026,45.052,37.93,75.706,52.361,38.693,44.807,103.794,1,12.25657,11.62252,10.41803,9.31385,13.01885,14.67371,8.51577,8.34615,10.1686,0,1.174233693,1.386661104,-0.318178245,0.052734706,1.636317524,1.99930801,-0.276248362,0.064473505,0.8325636
158,10,5167,516712,51671208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.56,93.16,103.969,32.985,18.978,56.416,33.101,110.848,23.169,71.387,57.694,69.902,36.422,62.243,1,13.51543,8.46096,9.92809,12.15847,13.01885,11.61733,15.85188,10.34734,12.56518,0,1.957320822,-0.454410175,-0.586731179,1.613126542,1.636317524,0.517213527,2.893897487,1.143963628,2.032475748
158,11,5167,516712,51671209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36.503,59.56,92.817,36.535,34.777,42.415,20.944,51.883,9.781,35.024,46.887,53.577,44.769,66.184,1,12.25657,10.00496,12.93734,10.05658,13.01885,10.31153,9.89515,12.04145,9.52551,0,1.174233693,0.444707367,1.062742058,0.46015286,1.636317524,-0.115992741,0.319821733,2.057807396,0.510583319
158,10,5168,516802,51680213,0,0,0,0,0,0,1,1,1,0,0,1,0,0,45.457,94.654,109.521,34.519,17.287,62.009,53.007,44.544,32.592,16.194,188.509,45.4,35.296,39.058,2,9.64761,13.27199,12.93734,11.42832,13.01885,14.67371,8.76168,13.48293,12.56518,1,-0.448697366,2.347196992,1.062742058,1.212609039,1.636317524,1.99930801,-0.16998352,2.835376453,2.032475748
158,11,5168,516802,51680214,1,0,0,1,0,1,1,0,1,1,1,1,1,1,20.033,47.748,156.743,38.343,15.915,33.374,17.328,206.543,12.624,56.331,54.684,105.32,150.895,113.431,2,9.64761,7.73555,9.92809,8.37412,8.82274,14.67371,8.99736,8.57829,7.68313,1,-0.448697366,-0.87683819,-0.586731179,-0.462746103,-0.484273509,1.99930801,-0.068139359,0.189695417,-0.411853714
158,11,5169,516901,51690109,1,1,1,1,0,1,1,1,1,1,1,1,1,1,114.65,116.296,179.448,43.04,24.296,89.311,37.778,70.968,16.246,57.105,87.336,42.664,47.961,138.976,2,11.48712,7.08155,10.41803,6.198,10.92487,12.25252,8.25602,8.34615,5.41269,1,0.695589213,-1.257682019,-0.318178245,-1.656438012,0.578081393,0.825228759,-0.388493869,0.064473505,-1.548610482
158,10,5169,516901,51690124,1,1,1,1,1,1,1,0,1,0,1,1,1,1,24.67,32.657,66.594,113.558,22.231,29.594,43.566,202.705,19.191,43.744,63.96,58.424,93.968,67.988,1,9.64761,11.62252,12.93734,10.05658,8.24029,12.25252,8.76168,10.77308,6.87554,0,-0.448697366,1.386661104,1.062742058,0.46015286,-0.778626671,0.825228759,-0.16998352,1.373618045,-0.816195338
158,11,5169,516901,51690125,0,1,0,0,0,0,1,1,0,0,1,1,0,0,27.879,92.677,223.928,83.056,25.064,40.44,35.319,38.713,22.008,55.744,39.953,120.231,31.745,72.407,1,9.03613,11.62252,10.41803,8.76139,10.38389,11.61733,6.95612,7.62227,8.99128,0,-0.829074944,1.386661104,-0.318178245,-0.250312475,0.304685954,0.517213527,-0.95021835,-0.326004815,0.24310672
158,11,5170,517019,51701901,1,1,1,1,1,1,1,1,1,1,1,0,1,1,43.229,53.936,174.095,44.025,22.846,48.064,17.316,157.185,18.933,69.998,253.387,44.373,69.255,52.914,2,13.30161,10.70956,12.93734,10.25252,13.01885,12.25252,10.12116,8.12441,12.56518,1,1.824311838,0.855017095,1.062742058,0.567634062,1.636317524,0.825228759,0.417487207,-0.055138395,2.032475748
158,10,5170,517019,51701916,1,1,0,0,0,1,1,1,0,0,1,0,0,0,31.633,46.288,125.503,27.785,19.59,24.109,19.789,68.491,43.581,26.424,54.183,34.478,38.739,25.672,2,11.48712,10.00496,12.93734,9.68014,10.92487,9.99445,6.95612,7.70526,8.99128,1,0.695589213,0.444707367,1.062742058,0.253659936,0.578081393,-0.269750624,-0.95021835,-0.281238009,0.24310672
158,11,5170,517019,51701917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.629,34.985,87.348,24.164,72.156,34.646,24.591,39.177,32.447,50.363,46.167,38.148,44.091,113.492,2,11.19079,10.70956,12.93734,9.68014,7.73983,9.45061,8.99736,8.34615,6.87554,1,0.511254014,0.855017095,1.062742058,0.253659936,-1.03154449,-0.533468573,-0.068139359,0.064473505,-0.816195338
158,11,5171,517105,51710505,0,1,0,0,1,1,1,1,0,0,1,1,0,1,8.449,99.821,73.204,21.969,16.311,29.095,18.488,40.616,38.735,90.618,105.197,20.761,97.064,57.268,2,9.64761,8.46096,12.93734,9.4964,8.24029,9.45061,9.45004,7.91135,8.09086,1,-0.448697366,-0.454410175,1.062742058,0.152870939,-0.778626671,-0.533468573,0.127476795,-0.170068095,-0.207712738
158,10,5171,517105,51710520,1,1,0,0,1,0,1,0,0,0,1,0,0,1,81.222,81.524,27.876,50.08,22.727,2.936,16.021,21.34,12.975,53.728,48.079,26.767,7.91,37.543,1,9.03613,11.62252,9.92809,7.95043,8.82274,11.61733,5.04751,7.30474,12.56518,0,-0.829074944,1.386661104,-0.586731179,-0.695157608,-0.484273509,0.517213527,-1.774984073,-0.497288151,2.032475748
158,10,5171,517105,51710521,1,1,0,1,0,0,0,0,1,1,1,1,0,1,18.455,37.232,110.223,37.32,11.577,6.848,22.152,14.616,11.535,41.47,56.153,22.416,6.961,65.375,1,9.03613,8.08091,8.66719,5.09484,6.55198,7.82995,7.678,7.50425,11.02143,0,-0.829074944,-0.675724696,-1.277873758,-2.261566942,-1.631849072,-1.319356206,-0.638273071,-0.389667648,1.259555846
158,11,5172,517207,51720715,0,1,0,0,0,0,1,1,1,0,1,0,0,0,35.044,82.303,115.641,71.784,27.056,32.202,28.982,48.496,43.984,24.744,60.225,50.622,10.034,49.959,1,9.64761,8.08091,12.93734,8.37412,7.06694,11.61733,8.25602,8.82228,6.87554,0,-0.448697366,-0.675724696,1.062742058,-0.462746103,-1.371603378,0.517213527,-0.388493869,0.321309504,-0.816195338
158,10,5173,517304,51730411,1,1,1,1,0,1,1,1,0,1,1,1,1,1,43.519,89.863,105.297,49.189,38.73,74.538,29.183,472.984,58.345,150.477,102.624,62.284,93.467,73.74,1,9.64761,13.27199,11.18784,10.45644,11.65115,11.61733,13.19086,10.77308,8.09086,0,-0.448697366,2.347196992,0.103781045,0.679492624,0.945122022,0.517213527,1.743993586,1.373618045,-0.207712738
158,11,5173,517304,51730412,1,0,0,0,0,0,1,1,1,0,1,1,1,0,48.414,101.553,240.337,130.796,43.906,136.771,42.319,52.337,15.529,81.397,137.394,53.335,77.52,109.782,1,9.64761,8.89725,9.92809,10.25252,8.82274,14.67371,9.89515,9.35676,9.52551,0,-0.448697366,-0.200345413,-0.586731179,0.567634062,-0.484273509,1.99930801,0.319821733,0.609620899,0.510583319
158,10,5174,517409,51740901,1,1,1,1,0,1,1,1,1,1,1,1,1,1,22.961,97.819,133.747,42.217,26.498,36.308,34.557,43.085,13.79,40.498,64.183,83.517,69.817,92.414,1,10.23835,8.89725,11.18784,9.68014,9.52219,7.82995,10.59469,8.34615,5.41269,0,-0.081221325,-0.200345413,0.103781045,0.253659936,-0.130791975,-1.319356206,0.62211325,0.064473505,-1.548610482
158,11,5174,517409,51740902,1,1,1,1,1,1,1,1,1,1,1,0,1,1,17.955,47.482,88.588,26.942,16.886,32.855,12.848,66.042,9.916,30.155,28.23,34.803,20.999,57.32,1,11.48712,9.40801,10.41803,8.57095,10.38389,7.41866,10.84951,8.34615,8.99128,0,0.695589213,0.097085465,-0.318178245,-0.354776699,0.304685954,-1.518798238,0.732228361,0.064473505,0.24310672
158,11,5174,517409,51740918,1,1,1,0,1,1,1,0,1,1,1,1,1,1,20.844,27.622,180.91,45.675,16.692,45.031,14.464,33.952,20.972,72.795,47.407,32.439,38.835,32.163,2,10.84499,11.62252,12.93734,10.05658,11.65115,11.10343,11.75008,11.3019,8.99128,1,0.29614548,1.386661104,1.062742058,0.46015286,0.945122022,0.268014032,1.121390771,1.6588763,0.24310672
158,10,5175,517501,51750107,1,0,0,0,0,0,1,0,1,0,1,1,1,1,117.385,105.271,321.003,94.896,25.048,12.12,18.304,28.918,27.754,30.216,144.127,29.216,55.32,82.724,2,9.64761,10.70956,9.92809,10.05658,13.01885,13.1082,10.12116,8.34615,6.87554,1,-0.448697366,0.855017095,-0.586731179,0.46015286,1.636317524,1.240163619,0.417487207,0.064473505,-0.816195338
158,11,5175,517501,51750108,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37.28,117.503,62.606,28.592,17.555,8.912,21.029,49.448,25.641,34.978,143.015,54.851,18.005,62.755,2,9.03613,10.70956,12.93734,8.57095,8.82274,5.56633,9.45004,8.82228,12.56518,1,-0.829074944,0.855017095,1.062742058,-0.354776699,-0.484273509,-2.417026885,0.127476795,0.321309504,2.032475748
158,10,5175,517501,51750123,1,0,0,1,0,0,0,0,0,0,1,0,0,0,44.819,63.114,47.222,88.337,10.624,22.809,4.023,79.905,9.45,19.747,53.787,59.192,8.472,39.112,1,9.64761,8.46096,11.18784,8.76139,7.98224,9.45061,9.6723,7.30474,7.68313,0,-0.448697366,-0.454410175,0.103781045,-0.250312475,-0.909037579,-0.533468573,0.223521786,-0.497288151,-0.411853714
158,10,5176,517604,51760413,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22.08,44.141,196.504,55.71,71.393,56.157,11.625,37.633,27.394,115.361,53.382,39.031,57.262,96.168,1,8.3581,8.89725,9.05015,8.94763,11.65115,9.45061,8.51577,8.57829,6.44721,0,-1.25085065,-0.200345413,-1.067960234,-0.148152125,0.945122022,-0.533468573,-0.276248362,0.189695417,-1.030650258
158,11,5176,517604,51760414,1,1,1,0,0,1,1,0,0,1,1,0,1,1,58.582,22.731,65.371,43.104,23.286,33.4,13.024,52.624,12.032,32.16,46.328,73.015,51.934,52.056,2,9.03613,8.46096,8.35784,7.13627,9.92675,11.61733,6.95612,3.03682,7.08103,1,-0.829074944,-0.454410175,-1.447439113,-1.141758074,0.073660794,0.517213527,-0.95021835,-2.799507072,-0.713311251
158,10,5176,517606,51760607,0,1,1,0,0,1,1,0,1,0,1,1,1,1,30.139,30.31,200.519,137.914,28.519,68.36,12.448,63.513,19.759,24.824,57.529,24.841,18.526,62.61,1,10.84499,8.08091,9.05015,8.94763,10.38389,9.71101,10.84951,7.30474,12.56518,0,0.29614548,-0.675724696,-1.067960234,-0.148152125,0.304685954,-0.407195857,0.732228361,-0.497288151,2.032475748
158,10,5177,517713,51771307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.552,66.216,115.223,85.928,17.433,47.912,13.416,61,14.512,32.184,70.272,23.832,56.144,86.087,1,13.51543,8.89725,12.93734,8.76139,7.73983,9.71101,8.99736,8.57829,8.52147,0,1.957320822,-0.200345413,1.062742058,-0.250312475,-1.03154449,-0.407195857,-0.068139359,0.189695417,0.007883725
158,11,5177,517713,51771308,1,1,1,1,1,1,1,1,1,0,1,1,1,1,21.63,26.64,182.392,36.232,33.368,61.808,15.495,94.528,24.136,40.904,87.728,45.913,87.975,56.647,1,10.84499,7.40784,12.93734,7.95043,8.24029,11.10343,9.22591,7.91135,8.99128,0,0.29614548,-1.067673559,1.062742058,-0.695157608,-0.778626671,0.268014032,0.030623723,-0.170068095,0.24310672
158,10,5177,517713,51771323,0,1,0,0,1,0,1,0,0,0,1,1,0,0,32.056,48.048,136.537,33.416,2.337,1.742,12.752,17.856,21.2,54.608,38.696,29.44,5.168,66.09,2,7.34568,8.46096,12.93734,6.198,7.04464,9.99445,6.49606,5.39638,9.52551,1,-1.88063718,-0.454410175,1.062742058,-1.656438012,-1.382873144,-0.269750624,-1.149023616,-1.526703533,0.510583319
158,11,5177,517713,51771324,1,1,1,1,1,1,1,0,1,0,1,1,1,1,16.683,65.992,40.064,19.746,21.759,35.6,14.991,13.481,19.416,26.663,16.512,27.664,46.648,51.248,2,10.23835,8.89725,8.50552,13.84849,13.01885,10.31153,13.03594,13.48293,6.44721,1,-0.081221325,-0.200345413,-1.366490635,2.540172477,1.636317524,-0.115992741,1.677048162,2.835376453,-1.030650258
158,10,5178,517804,51780407,1,1,1,1,1,1,1,0,1,0,1,1,1,1,15.466,39.856,150.705,32.393,34.445,19.944,36.568,24.387,35.878,38.255,41.528,73.215,54.464,67.767,1,11.48712,11.62252,12.93734,11.75478,13.01885,9.71101,12.59517,13.48293,10.1686,0,0.695589213,1.386661104,1.062742058,1.391685864,1.636317524,-0.407195857,1.486578664,2.835376453,0.8325636
158,11,5178,517804,51780408,1,1,1,1,0,1,1,1,1,0,1,0,1,1,32.638,76.912,134.79,137.038,32.938,30.303,21.468,54.734,101.99,126.155,220.622,47.974,122.037,85.381,1,12.25657,10.00496,11.18784,9.4964,9.15605,9.99445,8.76168,7.91135,7.28369,0,1.174233693,0.444707367,0.103781045,0.152870939,-0.315828402,-0.269750624,-0.16998352,-0.170068095,-0.611844078
158,11,5178,517804,51780424,1,1,1,1,1,1,1,1,1,0,1,1,1,1,35.84,144.408,151.176,80.649,123.791,29.928,33.264,48.911,92.786,64.021,111.888,40.419,88.952,71.268,2,11.48712,8.89725,12.93734,10.05658,11.65115,9.71101,11.41779,8.12441,11.02143,1,0.695589213,-0.200345413,1.062742058,0.46015286,0.945122022,-0.407195857,0.977798627,-0.055138395,1.259555846
158,10,5179,517903,51790302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.592,63.14,84.291,335.891,24.287,27.526,19.108,69.35,36.866,47.222,62.184,41.37,54.608,57.846,1,10.23835,10.70956,12.93734,8.16805,9.52219,5.56633,9.22591,9.08085,8.99128,0,-0.081221325,0.855017095,1.062742058,-0.575784029,-0.130791975,-2.417026885,0.030623723,0.460788394,0.24310672
158,11,5179,517903,51790303,0,1,1,1,1,1,1,1,0,1,1,1,1,1,12.66,27.977,137.303,66.319,103.857,106.191,69.546,37.263,61.967,101.889,90.759,65.186,111.1,63.36,1,10.84499,10.70956,12.93734,9.13133,8.24029,6.82234,9.45004,7.91135,8.52147,0,0.29614548,0.855017095,1.062742058,-0.04738507,-0.778626671,-1.807964697,0.127476795,-0.170068095,0.007883725
158,10,5179,517903,51790318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.896,114.518,50.609,42.809,25.911,51.849,28.073,36.727,28.719,63.978,98.16,42.435,43.683,127.069,2,12.25657,11.62252,12.93734,12.72711,13.01885,8.15891,11.41779,9.98068,8.52147,1,1.174233693,1.386661104,1.062742058,1.925049123,1.636317524,-1.159837494,0.977798627,0.946178386,0.007883725
158,11,5179,517903,51790319,1,1,1,0,0,1,1,1,1,1,1,1,1,1,17.703,48.578,137.089,26.199,14.583,54.535,14.544,20.09,22.128,55.928,41.319,29.354,33.662,42.721,2,12.25657,7.73555,10.41803,5.09484,9.15605,7.82995,8.51577,5.72855,7.68313,1,1.174233693,-0.87683819,-0.318178245,-2.261566942,-0.315828402,-1.319356206,-0.276248362,-1.347523029,-0.411853714
158,10,5179,517903,51790334,0,1,0,1,1,1,1,0,0,0,1,0,0,1,14.756,43.826,60.589,71.722,24.914,42.99,14.604,45.682,11.627,17.007,36.766,15.283,12.679,34.144,2,11.48712,9.40801,12.93734,9.31385,9.15605,8.70559,8.51577,7.70526,8.09086,1,0.695589213,0.097085465,1.062742058,0.052734706,-0.315828402,-0.894742377,-0.276248362,-0.281238009,-0.207712738
158,11,5179,517903,51790335,0,0,0,0,0,1,0,0,0,0,1,1,0,1,22.374,68.897,123.615,58.785,13.68,31.176,32.28,25.231,17.793,26.353,225.081,29.214,23.287,56.481,2,11.48712,3.9244,9.56975,7.13627,6.09815,5.56633,8.25602,5.39638,11.02143,1,0.695589213,-3.096185222,-0.783149635,-1.141758074,-1.861201455,-2.417026885,-0.388493869,-1.526703533,1.259555846
158,11,5180,518003,51800301,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32.911,94.529,123.503,58.329,19.063,34.76,42.167,123.121,19.146,68.303,64.424,100.528,82.824,124.839,2,13.51543,10.70956,8.22128,8.94763,8.24029,9.99445,11.41779,8.57829,8.99128,1,1.957320822,0.855017095,-1.522292337,-0.148152125,-0.778626671,-0.269750624,0.977798627,0.189695417,0.24310672
158,10,5180,518003,51800316,1,1,0,1,1,1,1,1,0,0,1,0,1,1,22.841,48.407,155.28,97.392,29.513,56.128,21.059,39.327,36.369,92.185,87.589,40.61,43.454,51.175,1,10.23835,13.27199,10.41803,9.4964,13.01885,12.25252,8.99736,8.34615,10.1686,0,-0.081221325,2.347196992,-0.318178245,0.152870939,1.636317524,0.825228759,-0.068139359,0.064473505,0.8325636
158,11,5180,518003,51800317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.934,69.768,62.912,42.144,26.088,112.224,11.984,60.408,28.424,48.671,50.04,31.696,58.512,73.328,1,9.03613,10.00496,12.93734,9.31385,10.38389,10.67499,12.59517,9.98068,6.87554,0,-0.829074944,0.444707367,1.062742058,0.052734706,0.304685954,0.060255651,1.486578664,0.946178386,-0.816195338
158,10,5181,518104,51810407,1,1,0,1,0,1,1,1,1,1,1,0,1,1,16.056,107.633,131.272,19.808,25.112,41.584,18.833,115.474,46.828,52.644,45.572,22.76,42.352,266.922,2,7.56439,11.62252,11.18784,13.84849,13.01885,9.19981,13.19086,13.48293,10.1686,1,-1.744586319,1.386661104,0.103781045,2.540172477,1.636317524,-0.655086073,1.743993586,2.835376453,0.8325636
158,11,5181,518104,51810408,1,1,1,1,0,1,1,1,1,0,1,1,1,1,26.162,22.526,131.409,61.316,16.641,37.399,22.504,30.678,9.607,27.689,38.056,34.683,122.256,120.268,1,13.51543,9.40801,11.18784,12.15847,11.65115,9.99445,10.59469,9.35676,7.68313,0,1.957320822,0.097085465,0.103781045,1.613126542,0.945122022,-0.269750624,0.62211325,0.609620899,-0.411853714
158,11,5181,518104,51810424,0,0,0,0,0,1,1,1,1,0,0,1,0,1,183.445,449.02,246.039,73.072,16.546,103.09,80.695,43.431,70.37,145.518,227.552,69.789,99.663,89.873,2,10.23835,8.46096,12.93734,6.198,3.69568,9.71101,3.27793,6.7011,12.56518,1,-0.081221325,-0.454410175,1.062742058,-1.656438012,-3.075339392,-0.407195857,-2.539670902,-0.822906117,2.032475748
158,10,5182,518201,51820107,1,1,0,1,1,1,1,1,0,1,1,0,1,1,7.683,18.524,25.499,15.688,18.318,19.801,14.258,25.744,15.556,54.144,15.736,19.757,57.305,98.301,2,10.23835,9.40801,10.41803,9.4964,8.82274,10.31153,9.22591,8.57829,7.68313,1,-0.081221325,0.097085465,-0.318178245,0.152870939,-0.484273509,-0.115992741,0.030623723,0.189695417,-0.411853714
158,11,5182,518201,51820108,1,1,1,1,0,1,1,1,1,1,1,1,1,1,23.424,25.373,89.952,45.175,55.009,24.225,22.144,78.352,13.08,33.152,35.552,25.793,33.375,41.976,2,9.03613,7.40784,9.28593,9.86638,8.51896,11.61733,11.41779,8.82228,7.28369,1,-0.829074944,-1.067673559,-0.938721121,0.355820286,-0.637795019,0.517213527,0.977798627,0.321309504,-0.611844078
158,10,5182,518201,51820123,1,1,1,0,1,0,1,1,0,0,1,1,0,0,33.48,126.551,107.953,15.591,46.993,40.127,20.617,71.543,48.832,118.28,60.913,133.032,55.944,66.287,1,8.3581,10.00496,9.92809,8.94763,9.92675,11.61733,7.678,7.50425,8.99128,0,-1.25085065,0.444707367,-0.586731179,-0.148152125,0.073660794,0.517213527,-0.638273071,-0.389667648,0.24310672
158,11,5182,518201,51820124,0,1,1,0,1,0,1,1,0,0,1,1,1,0,43.126,54.76,180.455,78.312,19.528,70.425,15.66,32.057,48.559,35.577,35.104,25.767,59.24,66.447,1,9.03613,9.40801,9.28593,7.13627,8.24029,10.67499,7.678,6.01079,7.68313,0,-0.829074944,0.097085465,-0.938721121,-1.141758074,-0.778626671,0.060255651,-0.638273071,-1.19527597,-0.411853714
158,11,5183,518311,51831103,1,0,1,1,1,1,1,1,1,1,1,1,1,1,17.416,32.568,95.592,31.525,17.848,17.328,63.944,69.192,12.616,47.363,31.405,31.351,59.745,137.309,2,11.48712,10.00496,11.18784,10.05658,10.38389,10.31153,9.45004,10.34734,6.44721,1,0.695589213,0.444707367,0.103781045,0.46015286,0.304685954,-0.115992741,0.127476795,1.143963628,-1.030650258
158,10,5183,518311,51831118,1,1,1,1,0,1,1,1,1,0,1,0,1,1,12.563,25.796,55.432,23.936,24.992,20.976,10.956,36.264,13.368,60.976,42.985,20.374,101.409,108.164,1,13.51543,13.27199,12.93734,7.95043,8.82274,9.71101,6.95612,8.12441,8.99128,0,1.957320822,2.347196992,1.062742058,-0.695157608,-0.484273509,-0.407195857,-0.95021835,-0.055138395,0.24310672
158,11,5183,518311,51831119,0,0,0,0,1,1,1,1,0,1,1,1,1,0,24.118,38.663,87.328,123.791,23.065,30.937,13.401,34.786,11.84,23.804,35.3,20.717,32.88,46.655,1,8.3581,8.46096,10.41803,6.74882,7.98224,8.70559,7.97991,7.10653,8.99128,0,-1.25085065,-0.454410175,-0.318178245,-1.354290439,-0.909037579,-0.894742377,-0.507809006,-0.604207402,0.24310672
158,10,5184,518404,51840411,1,1,1,1,0,1,1,1,1,1,1,1,1,1,128.716,64.587,384.486,150.908,60.041,52.79,29.03,129.998,22.947,47.902,53.597,27.459,28.474,124.559,1,9.03613,10.00496,12.93734,9.31385,13.01885,14.67371,10.84951,7.10653,8.99128,0,-0.829074944,0.444707367,1.062742058,0.052734706,1.636317524,1.99930801,0.732228361,-0.604207402,0.24310672
158,11,5184,518404,51840412,0,1,0,0,1,1,1,0,0,1,1,0,1,1,28.239,55.155,153.385,46.978,22.151,29.991,16.517,32.925,31.648,43.475,158.65,30.279,153.746,53.089,1,9.03613,8.89725,12.93734,8.94763,9.52219,12.25252,8.76168,7.30474,7.08103,0,-0.829074944,-0.200345413,1.062742058,-0.148152125,-0.130791975,0.825228759,-0.16998352,-0.497288151,-0.713311251
158,11,5185,518502,51850212,0,0,0,0,0,0,0,1,0,0,1,0,1,0,108.529,74.024,98.424,35.536,33.977,57.903,46.584,58.945,22.039,86.361,66.184,45.112,40.136,40.936,1,10.23835,13.27199,12.93734,8.94763,8.82274,9.45061,8.51577,7.50425,7.28369,0,-0.081221325,2.347196992,1.062742058,-0.148152125,-0.484273509,-0.533468573,-0.276248362,-0.389667648,-0.611844078
158,10,5186,518609,51860910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.336,15.776,207.473,35.351,17.721,32.527,40.464,28.936,7.8,40.992,42.184,60.431,51.985,64.464,2,8.99877,8.89725,9.05015,10.05658,8.51896,10.31153,10.59469,7.91135,6.87554,1,-0.852315126,-0.200345413,-1.067960234,0.46015286,-0.637795019,-0.115992741,0.62211325,-0.170068095,-0.816195338
