IDCNTRY,IDBOOK,IDSCHOOL,IDCLASS,IDSTUD,ME62271,ME62152,ME62215,ME62143,ME62230,ME62095,ME62076,ME62030,ME62171,ME62301,ME62194,ME62344,ME62320,ME62296,ME62271_S,ME62152_S,ME62215_S,ME62143_S,ME62230_S,ME62095_S,ME62076_S,ME62030_S,ME62171_S,ME62301_S,ME62194_S,ME62344_S,ME62320_S,ME62296_S,BSBG01,BSBGHER,BSBGSSB,BSBGSB,BSBGSLM,BSBGICM,BSBGDML,BSBGSCM,BSBGSVM,BSBGSEC,BSBG01_Z,BSBGHER_Z,BSBGSSB_Z,BSBGSB_Z,BSBGSLM_Z,BSBGICM_Z,BSBGDML_Z,BSBGSCM_Z,BSBGSVM_Z,BSBGSEC_Z
158,10,5001,500101,50010107,1,0,0,0,0,1,1,1,1,0,1,0,0,0,52.888,109.071,55.609,37.349,25.043,30.744,34.512,69.441,21.823,52.721,27.735,31.312,68.512,49.672,2,8.3581,8.89725,8.35784,7.95043,10.92487,7.41866,8.99736,6.48714,8.52147,1,-1.25085065,-0.200345413,-1.447439113,-0.695157608,0.578081393,-1.518798238,-0.068139359,-0.938321298,0.007883725
158,11,5001,500101,50010108,0,0,0,0,1,0,1,1,0,0,1,1,1,0,36.252,73.368,32.187,52.616,8.773,16.628,40.417,37.444,12.584,25.751,63.856,60.561,37.39,46.018,2,9.64761,8.08091,12.93734,8.76139,8.82274,14.67371,8.51577,6.90631,10.1686,1,-0.448697366,-0.675724696,1.062742058,-0.250312475,-0.484273509,1.99930801,-0.276248362,-0.712210896,0.8325636
158,10,5002,500203,50020306,1,1,0,0,1,0,1,1,1,1,1,1,1,1,15.12,89.065,94.759,70.751,9.689,29.959,15.984,48.64,14.776,29.288,86.039,38.776,35.584,43.423,2,9.64761,11.62252,9.56975,10.05658,10.38389,10.31153,9.6723,7.91135,12.56518,1,-0.448697366,1.386661104,-0.783149635,0.46015286,0.304685954,-0.115992741,0.223521786,-0.170068095,2.032475748
158,11,5002,500203,50020307,0,1,0,0,1,1,0,1,0,0,1,0,1,1,22.516,61.999,87.577,37.232,24.111,34.528,60.216,36.512,10.56,40.824,38.672,71.223,33.552,42.69,2,8.3581,8.89725,7.34528,8.37412,9.92675,9.71101,6.95612,7.91135,7.53407,1,-1.25085065,-0.200345413,-2.002458012,-0.462746103,0.073660794,-0.407195857,-0.95021835,-0.170068095,-0.486484606
158,10,5002,500203,50020322,0,1,1,0,1,1,1,1,0,0,1,0,0,0,17.928,58.287,330.413,151.255,17.543,39.754,17.071,93.089,18.664,84.949,46.515,91.318,45.431,80.008,1,10.23835,10.70956,9.92809,8.76139,9.52219,9.99445,7.97991,7.91135,12.56518,0,-0.081221325,0.855017095,-0.586731179,-0.250312475,-0.130791975,-0.269750624,-0.507809006,-0.170068095,2.032475748
158,11,5003,500308,50030803,0,1,1,0,1,1,1,1,1,1,1,1,1,1,29.172,30.613,96.905,41.024,25.042,30.471,20.72,77.561,23.896,42.51,47.08,30.632,128.842,207.088,2,13.51543,11.62252,12.93734,8.76139,8.82274,10.31153,8.76168,9.65438,8.09086,1,1.957320822,1.386661104,1.062742058,-0.250312475,-0.484273509,-0.115992741,-0.16998352,0.770164301,-0.207712738
158,10,5003,500308,50030818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66.158,46.399,170.325,62.222,43.375,84.854,31.289,221.28,27.981,106.274,115.638,30.435,86.556,92.224,1,11.48712,8.89725,8.22128,9.86638,7.98224,8.70559,9.6723,7.30474,8.09086,0,0.695589213,-0.200345413,-1.522292337,0.355820286,-0.909037579,-0.894742377,0.223521786,-0.497288151,-0.207712738
158,11,5003,500308,50030819,0,1,1,1,0,1,1,1,1,1,1,1,1,1,50.057,62.097,159.929,54.394,18.7,28.179,17.693,107.652,24.733,86.472,147.968,50.904,108.426,52.957,1,10.84499,7.73555,9.56975,5.09484,6.55198,9.99445,9.22591,8.82228,8.99128,0,0.29614548,-0.87683819,-0.783149635,-2.261566942,-1.631849072,-0.269750624,0.030623723,0.321309504,0.24310672
158,11,5004,500407,50040707,1,1,1,0,1,1,1,1,1,1,1,1,1,1,25.478,28.414,80.495,53.184,15.04,29.358,13.2,49.344,10.666,40.076,79.644,32.228,26.879,52.847,2,11.48712,8.46096,9.56975,11.42832,10.38389,10.31153,9.89515,8.12441,8.09086,1,0.695589213,-0.454410175,-0.783149635,1.212609039,0.304685954,-0.115992741,0.319821733,-0.055138395,-0.207712738
158,10,5004,500407,50040722,1,1,1,1,0,0,1,1,1,0,1,1,1,1,29.447,76.36,384.56,142.501,61.53,63.479,19.596,78.439,25.024,41.537,38.271,45.716,40.191,67.062,1,8.99877,10.00496,11.18784,10.25252,10.92487,11.61733,9.22591,8.57829,9.52551,0,-0.852315126,0.444707367,0.103781045,0.567634062,0.578081393,0.517213527,0.030623723,0.189695417,0.510583319
158,11,5004,500407,50040723,1,1,0,1,1,1,1,1,0,1,1,0,1,1,39.696,102.475,202.56,48.264,26.081,33.375,21.404,39.62,14.792,89.496,80.455,30.079,59.873,51.4,1,9.64761,11.62252,8.35784,11.75478,11.65115,8.44435,11.75008,8.34615,8.99128,0,-0.448697366,1.386661104,-1.447439113,1.391685864,0.945122022,-1.021422425,1.121390771,0.064473505,0.24310672
158,10,5005,500503,50050310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.231,43.341,74.033,55.369,29.914,246.647,16.568,31.409,17.159,28.655,33.24,115.546,89.201,106.129,2,13.51543,8.89725,9.28593,10.67004,11.65115,11.10343,11.75008,8.34615,12.56518,1,1.957320822,-0.200345413,-0.938721121,0.796661067,0.945122022,0.268014032,1.121390771,0.064473505,2.032475748
158,11,5005,500503,50050311,1,1,1,1,0,1,1,1,0,0,1,1,0,1,15.234,130.359,120.552,38.578,37.163,37.759,43.131,70.628,41.415,45.535,73.607,24.176,65.823,48.29,2,10.84499,8.89725,8.84686,10.25252,8.82274,9.99445,9.45004,13.48293,11.02143,1,0.29614548,-0.200345413,-1.179390462,0.567634062,-0.484273509,-0.269750624,0.127476795,2.835376453,1.259555846
158,10,5005,500503,50050326,1,1,1,0,0,0,1,0,1,0,1,1,1,1,21.871,127.488,132.26,34.204,23.35,44.427,40.8,21.104,20.432,51.381,451.718,33.198,53.206,47.852,1,10.23835,8.89725,7.85954,9.4964,8.82274,9.99445,8.76168,8.57829,3.2101,0,-0.081221325,-0.200345413,-1.72057445,0.152870939,-0.484273509,-0.269750624,-0.16998352,0.189695417,-2.651396326
158,11,5005,500503,50050327,0,1,0,0,0,1,1,0,1,1,1,0,0,1,27.784,43.919,181.014,182.953,15.264,41.725,15.8,11.867,16.219,72.415,57.096,58.331,35.798,62.286,1,11.48712,13.27199,10.41803,8.76139,8.82274,9.71101,8.99736,7.30474,10.1686,0,0.695589213,2.347196992,-0.318178245,-0.250312475,-0.484273509,-0.407195857,-0.068139359,-0.497288151,0.8325636
158,10,5006,500603,50060312,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14.384,21.096,91,27.081,22.952,27.783,15.048,43.16,14.183,42.345,49.737,64.143,78.287,64.688,1,11.48712,6.73999,8.66719,9.4964,7.73983,8.95449,10.35323,6.48714,10.07584,0,0.695589213,-1.456582658,-1.277873758,0.152870939,-1.03154449,-0.774046222,0.517771383,-0.938321298,0.786120815
158,11,5006,500603,50060313,1,1,0,1,1,1,1,0,1,0,1,1,1,1,19.838,61.106,57.168,72.951,16.496,26.436,16.252,15.792,28.681,17.047,47.552,28.633,35.023,76.136,1,11.48712,8.89725,12.93734,8.57095,8.24029,9.71101,8.25602,8.34615,12.56518,0,0.695589213,-0.200345413,1.062742058,-0.354776699,-0.778626671,-0.407195857,-0.388493869,0.064473505,2.032475748
158,10,5006,500603,50060328,1,1,1,1,1,1,1,1,0,1,1,1,1,1,11.785,35.823,73.44,56.851,19.766,24.4,8.985,63.439,15.743,68.648,40.673,49.039,23.529,36.127,2,13.51543,8.89725,11.18784,9.31385,10.92487,8.44435,10.35323,8.57829,9.52551,1,1.957320822,-0.200345413,0.103781045,0.052734706,0.578081393,-1.021422425,0.517771383,0.189695417,0.510583319
158,10,5006,500603,50060344,1,1,1,1,0,1,1,0,1,1,1,1,1,1,20.16,76.865,63.815,47.505,34.182,22.025,17.512,50.208,62.809,68.136,23.103,23.08,50.704,67.762,2,9.64761,8.89725,12.93734,9.68014,7.98224,9.99445,7.97991,8.12441,7.68313,1,-0.448697366,-0.200345413,1.062742058,0.253659936,-0.909037579,-0.269750624,-0.507809006,-0.055138395,-0.411853714
158,11,5006,500603,50060345,0,1,0,0,0,1,1,0,0,0,1,1,0,1,141.117,69.074,204.206,87.825,86.967,61.064,20.461,48.424,14.932,42.879,108.05,30.286,65.233,72.096,1,11.48712,8.89725,9.56975,10.05658,9.92675,8.70559,9.6723,9.65438,8.99128,0,0.695589213,-0.200345413,-0.783149635,0.46015286,0.073660794,-0.894742377,0.223521786,0.770164301,0.24310672
158,10,5007,500718,50071811,0,0,0,1,0,0,1,0,1,0,1,0,0,0,9.84,25.536,33.808,30.904,4.265,3.991,7.951,40.272,12.208,32.337,25.68,5.464,6.472,56.967,2,13.51543,7.73555,7.06124,5.09484,8.03889,8.95449,5.04751,3.03682,7.68313,1,1.957320822,-0.87683819,-2.158150087,-2.261566942,-0.880408329,-0.774046222,-1.774984073,-2.799507072,-0.411853714
158,10,5007,500718,50071827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.036,49.6,268.92,238.288,66.192,45.41,40.942,140.504,13.873,66.655,74.497,49.936,76.328,93.855,1,9.64761,8.89725,12.93734,5.09484,8.82274,11.10343,3.27793,9.65438,7.28369,0,-0.448697366,-0.200345413,1.062742058,-2.261566942,-0.484273509,0.268014032,-2.539670902,0.770164301,-0.611844078
158,11,5007,500718,50071828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53.632,56.615,167.69,137.88,183.92,59.059,16.082,31.822,10.993,302.967,40.177,35.183,82.484,56.494,1,11.48712,8.46096,9.56975,5.09484,8.24029,12.25252,8.99736,9.98068,8.99128,0,0.695589213,-0.454410175,-0.783149635,-2.261566942,-0.778626671,0.825228759,-0.068139359,0.946178386,0.24310672
158,10,5008,500806,50080604,1,1,1,1,1,1,1,0,1,1,1,0,1,1,30.92,23.465,79.633,37.789,21.445,31.522,15.285,56.382,13.518,46.557,51.447,36.41,134.159,95.008,1,12.04797,6.36071,12.93734,6.198,8.51896,9.71101,8.99736,6.90631,3.2101,0,1.044471865,-1.677448786,1.062742058,-1.656438012,-0.637795019,-0.407195857,-0.068139359,-0.712210896,-2.651396326
158,11,5008,500806,50080605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33.271,88.553,135.753,83.574,110.044,45.735,41.819,73.863,46.015,98.876,90.453,60.343,92.267,132.803,2,10.23835,9.40801,10.41803,9.31385,9.92675,11.61733,9.89515,7.91135,8.99128,1,-0.081221325,0.097085465,-0.318178245,0.052734706,0.073660794,0.517213527,0.319821733,-0.170068095,0.24310672
158,10,5009,500923,50092303,1,1,1,1,1,0,1,1,1,0,1,1,1,1,66.822,42.451,85.352,22.855,34.888,97.865,48.469,29.17,13.632,30.56,52.088,40.455,53.921,38.462,2,10.84499,8.08091,8.66719,8.57095,8.82274,8.15891,8.51577,8.12441,7.28369,1,0.29614548,-0.675724696,-1.277873758,-0.354776699,-0.484273509,-1.159837494,-0.276248362,-0.055138395,-0.611844078
158,11,5009,500923,50092304,1,1,1,1,1,1,1,0,1,1,1,1,1,1,25.161,20.322,33.287,11.456,11.522,23.063,22.42,26.519,19.623,75.177,41.904,42.927,58.002,66.098,2,13.51543,10.00496,11.18784,9.68014,13.01885,13.1082,8.76168,13.48293,11.02143,1,1.957320822,0.444707367,0.103781045,0.253659936,1.636317524,1.240163619,-0.16998352,2.835376453,1.259555846
158,10,5009,500923,50092319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.184,50.573,250.243,88.306,71.28,106.528,38.096,71.032,37.098,61.766,44.392,66.496,77.351,138.136,1,13.51543,8.89725,9.28593,10.05658,10.92487,10.67499,10.59469,9.98068,8.99128,0,1.957320822,-0.200345413,-0.938721121,0.46015286,0.578081393,0.060255651,0.62211325,0.946178386,0.24310672
158,11,5009,500923,50092320,1,1,0,1,1,1,1,1,1,0,1,1,1,1,48.718,45.595,313.292,66.639,69.809,63.962,16.056,28.28,28.823,72.161,28.96,51.48,75.61,66.758,1,12.25657,8.89725,8.84686,9.78205,8.82274,11.10343,8.99736,8.57829,12.56518,0,1.174233693,-0.200345413,-1.179390462,0.30956179,-0.484273509,0.268014032,-0.068139359,0.189695417,2.032475748
158,10,5010,501022,50102206,1,1,1,1,1,1,1,1,0,0,1,1,1,1,20.392,73.448,147.985,55.433,32.466,99.685,21.073,45.118,52.276,119.563,72.74,53.452,96.616,138.544,1,10.84499,9.40801,10.41803,10.25252,8.82274,9.99445,11.75008,6.90631,11.02143,0,0.29614548,0.097085465,-0.318178245,0.567634062,-0.484273509,-0.269750624,1.121390771,-0.712210896,1.259555846
158,11,5010,501022,50102207,0,1,1,0,0,0,1,1,1,1,1,0,0,0,22.371,97.67,42.761,35.222,40.555,9.368,24.805,34.973,20.83,69.451,155.024,29.388,57.846,108.798,2,12.25657,7.08155,12.93734,9.68157,8.24029,11.61733,9.89515,6.90631,11.02143,1,1.174233693,-1.257682019,1.062742058,0.25444435,-0.778626671,0.517213527,0.319821733,-0.712210896,1.259555846
158,10,5010,501022,50102222,1,1,0,1,1,1,1,1,1,1,1,0,1,1,25.74,60.788,92.411,32.441,17.357,56.069,30.183,44.366,29.222,112.049,48.912,79.917,32.353,87.392,1,11.48712,9.40801,12.93734,11.75478,8.82274,8.95449,12.13375,8.34615,7.68313,0,0.695589213,0.097085465,1.062742058,1.391685864,-0.484273509,-0.774046222,1.287185703,0.064473505,-0.411853714
158,11,5011,501103,50110315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.605,62.237,103.528,28.84,34.683,32.555,10.847,49.718,11.784,43.492,38.396,49.241,34.766,125.037,1,13.51543,10.70956,12.93734,11.75478,8.51896,14.67371,10.35323,7.70526,3.2101,0,1.957320822,0.855017095,1.062742058,1.391685864,-0.637795019,1.99930801,0.517771383,-0.281238009,-2.651396326
158,10,5012,501203,50120305,0,1,0,1,1,0,0,1,0,0,0,0,0,0,31.315,40.64,252.749,30.986,11.561,3.608,3.536,51.891,13.843,12.218,4.672,70.479,6.448,39.145,2,10.84499,8.89725,9.92809,8.94763,8.82274,10.31153,9.45004,7.91135,6.44721,1,0.29614548,-0.200345413,-0.586731179,-0.148152125,-0.484273509,-0.115992741,0.127476795,-0.170068095,-1.030650258
158,11,5012,501203,50120306,1,1,0,1,0,0,1,0,1,1,1,1,1,1,88.882,32.498,94.167,81.255,82.268,168.232,41.62,92.472,49.498,143.591,118.368,112.305,112.527,94.48,2,11.48712,10.00496,12.93734,5.09484,10.38389,10.31153,9.22591,8.12441,6.87554,1,0.695589213,0.444707367,1.062742058,-2.261566942,0.304685954,-0.115992741,0.030623723,-0.055138395,-0.816195338
158,10,5012,501203,50120321,1,1,1,1,0,1,1,1,1,0,1,1,1,1,15.103,50.103,150.44,100.685,12.347,36.617,19.199,81.102,19.188,61.763,52.046,40.591,30.137,63.319,1,9.64761,10.00496,11.18784,8.37412,10.92487,8.44435,8.25602,6.90631,7.68313,0,-0.448697366,0.444707367,0.103781045,-0.462746103,0.578081393,-1.021422425,-0.388493869,-0.712210896,-0.411853714
158,11,5012,501203,50120322,1,0,0,1,0,0,1,1,0,0,1,1,0,1,31.009,72.127,83.673,62.232,33.704,39.912,15.264,24.816,10.295,24.897,42.656,29.816,26.672,40.081,1,6.52207,7.08155,12.93734,8.94763,8.82274,10.31153,7.678,9.08085,8.99128,0,-2.392972459,-1.257682019,1.062742058,-0.148152125,-0.484273509,-0.115992741,-0.638273071,0.460788394,0.24310672
158,10,5013,501311,50131101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.167,51.295,67.38,83.461,14.281,23.383,13.809,60.158,13.822,80.089,29.129,38.392,116.016,75.762,2,10.23835,8.89725,10.41803,10.45644,13.01885,10.31153,15.85188,8.57829,7.68313,1,-0.081221325,-0.200345413,-0.318178245,0.679492624,1.636317524,-0.115992741,2.893897487,0.189695417,-0.411853714
158,11,5013,501311,50131102,0,1,0,0,0,0,1,0,0,0,1,1,1,0,48.033,33.728,90.744,41.584,25.585,29.44,6.026,36.591,21.134,52.415,78.546,57.002,125.87,54.129,2,9.03613,8.08091,12.93734,8.76139,8.82274,10.31153,8.76168,6.7011,7.68313,1,-0.829074944,-0.675724696,1.062742058,-0.250312475,-0.484273509,-0.115992741,-0.16998352,-0.822906117,-0.411853714
158,10,5013,501311,50131117,1,1,1,0,1,1,1,1,1,1,1,1,1,1,36.048,83.887,180.257,94.382,52.441,34.872,44.846,119.553,14.457,81.376,59.282,43.598,59.081,52.135,1,12.25657,9.40801,9.92809,8.57095,10.38389,10.31153,8.76168,8.34615,9.52551,0,1.174233693,0.097085465,-0.586731179,-0.354776699,0.304685954,-0.115992741,-0.16998352,0.064473505,0.510583319
158,11,5013,501311,50131118,1,1,1,1,0,0,1,0,0,1,1,1,1,1,34.37,82.746,140.788,51.286,40.914,54.081,20.092,31.277,14.374,68.187,59.141,64.376,124.592,61.707,1,12.25657,8.89725,12.93734,8.57095,8.82274,10.67499,8.51577,6.90631,6.87554,0,1.174233693,-0.200345413,1.062742058,-0.354776699,-0.484273509,0.060255651,-0.276248362,-0.712210896,-0.816195338
158,10,5014,501412,50141208,1,1,0,0,1,1,1,0,0,1,1,1,1,0,16.769,25.289,164.025,90.768,18.967,21.91,20.649,47.345,10.424,81.242,42.589,35.873,20.479,121.88,2,8.3581,13.27199,12.93734,11.75478,10.92487,14.67371,9.6723,9.08085,11.02143,1,-1.25085065,2.347196992,1.062742058,1.391685864,0.578081393,1.99930801,0.223521786,0.460788394,1.259555846
158,11,5014,501412,50141209,1,1,1,1,0,1,1,0,1,0,1,1,1,1,41.51,58.735,65.247,35.629,30.027,41.112,32.645,37.25,14.223,43.074,56.319,45.838,44.449,74.4,2,10.23835,10.70956,12.93734,10.05658,13.01885,10.31153,10.84951,12.04145,9.52551,1,-0.081221325,0.855017095,1.062742058,0.46015286,1.636317524,-0.115992741,0.732228361,2.057807396,0.510583319
158,10,5014,501412,50141224,0,1,0,0,1,1,1,1,1,0,1,0,1,1,95.645,135.094,102.594,39.68,49.36,41.279,43.297,65.217,15.183,77.2,90.976,71.03,44.417,49.409,1,12.25657,13.27199,11.18784,6.198,8.51896,9.45061,5.04751,9.98068,8.52147,0,1.174233693,2.347196992,0.103781045,-1.656438012,-0.637795019,-0.533468573,-1.774984073,0.946178386,0.007883725
158,11,5014,501412,50141225,0,1,1,1,1,1,1,1,1,1,1,1,0,1,13.218,40.263,94.113,28.669,29.312,23.73,11.831,41.84,15.824,46.768,37.424,22.464,55.952,82.738,1,10.84499,10.00496,12.93734,11.75478,10.92487,11.61733,10.84951,13.48293,10.1686,0,0.29614548,0.444707367,1.062742058,1.391685864,0.578081393,0.517213527,0.732228361,2.835376453,0.8325636
158,10,5015,501501,50150106,0,0,0,0,1,0,1,0,0,0,1,0,0,0,9.116,4.033,8.448,6.279,2.369,3.676,3.353,10.817,5.11,7.359,3.865,5.04,8.305,20.359,2,9.64761,13.27199,11.18784,5.09484,9.15605,10.31153,8.51577,8.34615,7.68313,1,-0.448697366,2.347196992,0.103781045,-2.261566942,-0.315828402,-0.115992741,-0.276248362,0.064473505,-0.411853714
158,11,5015,501501,50150107,0,1,1,1,0,1,1,1,1,1,1,1,1,1,15.434,42.804,277.399,37.92,37.816,39.393,28.548,53.419,17.721,115.094,162.113,42.071,75.225,78.792,2,13.51543,8.89725,11.18784,8.57095,8.82274,6.82234,9.45004,6.48714,11.02143,1,1.957320822,-0.200345413,0.103781045,-0.354776699,-0.484273509,-1.807964697,0.127476795,-0.938321298,1.259555846
158,10,5015,501501,50150122,1,0,1,0,1,1,1,1,1,1,1,0,1,0,21.751,44.199,185.55,73.516,23.975,75.944,27.92,36.365,32.373,48.18,73.227,74.309,55.218,138.517,1,9.64761,8.46096,9.56975,9.86638,13.01885,5.56633,9.22591,8.12441,9.52551,0,-0.448697366,-0.454410175,-0.783149635,0.355820286,1.636317524,-2.417026885,0.030623723,-0.055138395,0.510583319
158,11,5015,501501,50150123,0,0,0,0,0,0,1,0,0,1,1,0,0,0,89.262,32.424,50.32,69,13.192,43.863,46.457,25.416,18.216,81.144,259.241,66.24,70.088,85.031,2,10.23835,5.90263,12.93734,7.95043,13.01885,8.44435,9.6723,6.90631,8.09086,1,-0.081221325,-1.944202519,1.062742058,-0.695157608,1.636317524,-1.021422425,0.223521786,-0.712210896,-0.207712738
158,10,5016,501609,50160915,0,0,1,1,1,0,0,1,1,0,0,0,0,0,20.31,229.445,266.132,232.14,18.376,21.144,21.312,41.503,16.376,30.168,263.872,48.406,65.199,57.112,1,10.26525,9.40801,9.56975,8.94763,8.82274,12.25252,8.51577,7.50425,10.1686,0,-0.064487896,0.097085465,-0.783149635,-0.148152125,-0.484273509,0.825228759,-0.276248362,-0.389667648,0.8325636
158,11,5016,501609,50160916,1,1,0,0,1,1,1,1,1,0,1,1,1,1,38.293,59.424,151.048,96.015,118.872,43.497,24.035,81.223,98.466,106.971,66.752,42.776,58.161,133.662,1,8.99877,8.89725,12.93734,9.13133,7.27558,10.67499,10.84951,7.70526,6.87554,0,-0.852315126,-0.200345413,1.062742058,-0.04738507,-1.266162836,0.060255651,0.732228361,-0.281238009,-0.816195338
158,10,5017,501703,50170313,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31.551,122.648,266.064,48.136,13.633,19.112,73.362,106.542,46.079,43.479,25.105,11.264,23.033,60.193,1,9.03613,13.27199,12.93734,13.84849,11.65115,14.67371,3.27793,10.34734,10.1686,0,-0.829074944,2.347196992,1.062742058,2.540172477,0.945122022,1.99930801,-2.539670902,1.143963628,0.8325636
158,11,5017,501703,50170314,1,1,0,0,0,1,1,1,1,0,1,1,1,1,35.119,47.559,86.336,110.431,51.481,46.408,33.481,133.68,19.088,85.717,74.427,74.465,69.111,126.896,1,7.56439,11.62252,11.18784,10.25252,8.24029,12.25252,9.45004,6.90631,4.65316,0,-1.744586319,1.386661104,0.103781045,0.567634062,-0.778626671,0.825228759,0.127476795,-0.712210896,-1.928889577
158,10,5018,501805,50180503,1,1,0,1,1,1,1,0,0,0,1,1,0,1,39.8,66.216,109.112,52.432,21.711,76.721,20.408,33.968,26.463,37.321,93.545,92.119,120.992,45.246,2,9.03613,8.89725,12.93734,9.86638,8.82274,10.67499,9.6723,7.91135,7.28369,1,-0.829074944,-0.200345413,1.062742058,0.355820286,-0.484273509,0.060255651,0.223521786,-0.170068095,-0.611844078
158,10,5018,501805,50180519,1,1,1,1,1,1,1,1,1,1,1,1,1,0,12.672,38.017,51.215,13.303,72.561,24.328,23.064,121.561,20.911,18.528,44.318,76.137,41.031,147.25,1,10.84499,8.89725,11.18784,9.31385,8.82274,13.1082,9.22591,8.82228,7.68313,0,0.29614548,-0.200345413,0.103781045,0.052734706,-0.484273509,1.240163619,0.030623723,0.321309504,-0.411853714
158,11,5018,501805,50180520,0,1,1,1,0,1,1,1,1,1,1,1,0,0,38.196,43.968,119.685,42.636,43.535,120.352,38.668,82.832,74.24,67.2,87.6,49.696,34.424,43.12,1,12.25657,11.62252,9.92809,9.13133,11.65115,10.67499,6.95612,6.25944,12.56518,0,1.174233693,1.386661104,-0.586731179,-0.04738507,0.945122022,0.060255651,-0.95021835,-1.061148166,2.032475748
158,10,5019,501907,50190703,1,0,0,0,1,0,1,1,0,0,1,0,0,1,57.113,214.368,153.607,78.513,18.36,37.89,26.797,51.385,20.942,60.714,55.807,36.8,99.344,40.944,1,9.03613,8.89725,9.56975,10.05658,8.82274,7.82995,7.97991,8.82228,8.52147,0,-0.829074944,-0.200345413,-0.783149635,0.46015286,-0.484273509,-1.319356206,-0.507809006,0.321309504,0.007883725
158,11,5019,501907,50190704,0,1,1,1,1,0,1,1,1,1,1,1,1,1,19.066,67.4,94.838,53.161,15.729,30.608,30.879,41.104,58.136,62.689,58.175,42.571,121.817,142.081,1,8.3581,10.00496,11.18784,7.71308,8.24029,11.61733,7.34181,7.30474,6.87554,0,-1.25085065,0.444707367,0.103781045,-0.825353909,-0.778626671,0.517213527,-0.783550518,-0.497288151,-0.816195338
158,11,5019,501907,50190720,1,1,1,0,1,1,1,1,1,1,1,1,1,1,23.069,42.303,308.773,101.773,22.477,47.567,17.633,31.187,14.237,64.288,45.959,55.513,53.99,77.523,2,10.23835,10.00496,12.93734,12.72711,10.92487,9.71101,13.19086,8.34615,8.09086,1,-0.081221325,0.444707367,1.062742058,1.925049123,0.578081393,-0.407195857,1.743993586,0.064473505,-0.207712738
158,11,5020,502001,50200105,1,1,1,1,0,1,1,1,0,1,1,0,1,1,32.658,69.434,131.614,87.688,33.312,49.698,47.372,64.669,25.99,90.332,49.583,32.916,109.204,87.643,2,10.84499,7.08155,11.18784,8.94763,7.98224,9.99445,9.6723,7.70526,7.68313,1,0.29614548,-1.257682019,0.103781045,-0.148152125,-0.909037579,-0.269750624,0.223521786,-0.281238009,-0.411853714
158,11,5021,502101,50210101,0,1,0,1,1,1,1,1,1,1,1,1,1,1,50.918,34.477,92.52,93.952,35.755,31.805,26.256,74.242,30.225,160.352,55.438,45.632,94.64,69.183,1,9.64761,10.00496,12.93734,10.89898,13.01885,9.45061,10.12116,10.34734,7.28369,0,-0.448697366,0.444707367,1.062742058,0.922244135,1.636317524,-0.533468573,0.417487207,1.143963628,-0.611844078
158,10,5022,502206,50220613,1,1,0,1,0,1,1,1,0,0,1,1,1,1,39.369,33.449,87.61,52.086,37.511,35.36,50.768,66.297,16.391,116.298,43.71,51.912,76.592,64.192,1,10.84499,8.89725,9.56975,9.4964,11.65115,9.99445,9.89515,7.70526,10.95221,0,0.29614548,-0.200345413,-0.783149635,0.152870939,0.945122022,-0.269750624,0.319821733,-0.281238009,1.224898994
158,11,5022,502206,50220614,1,1,0,0,0,1,0,0,1,1,1,1,1,1,26.794,50.199,90.55,151.57,23.375,46.991,83.233,46.552,28.407,75.671,106.714,62.276,53.083,59.24,1,12.04797,13.27199,12.93734,10.67004,11.65115,12.25252,7.97991,8.57829,8.09086,0,1.044471865,2.347196992,1.062742058,0.796661067,0.945122022,0.825228759,-0.507809006,0.189695417,-0.207712738
158,10,5022,502206,50220629,0,0,0,0,1,0,1,1,1,0,1,0,0,0,43.031,80.399,68.077,73.048,11.195,20.791,19.87,103.56,15.824,22.626,96.102,43.641,12.031,42.281,1,10.26525,7.73555,9.28593,5.09484,7.73983,9.99445,7.34181,3.03682,6.87554,0,-0.064487896,-0.87683819,-0.938721121,-2.261566942,-1.03154449,-0.269750624,-0.783550518,-2.799507072,-0.816195338
158,10,5023,502314,50231409,1,1,1,1,0,1,1,1,1,1,1,1,1,1,66.161,44.744,173.135,81.293,22.26,27.291,25.441,73.525,49.227,149.705,74.373,38.169,49.139,79.788,2,9.64761,9.40801,11.18784,10.25252,9.52219,10.67499,9.6723,8.12441,8.09086,1,-0.448697366,0.097085465,0.103781045,0.567634062,-0.130791975,0.060255651,0.223521786,-0.055138395,-0.207712738
158,11,5023,502314,50231410,1,1,1,1,1,1,1,1,0,1,1,1,1,1,40.424,30.826,120.204,33.002,21.001,37.153,11.881,45.747,15.317,41.317,60.586,31.196,52.032,64.31,2,10.23835,7.08155,11.18784,9.31385,8.82274,8.95449,10.35323,8.82228,6.87554,1,-0.081221325,-1.257682019,0.103781045,0.052734706,-0.484273509,-0.774046222,0.517771383,0.321309504,-0.816195338
